id,line_item_quantity,line_item_value,pack_price,unit_price,weight_kilograms,freight_cost_usd,line_item_insurance_usd
55009,3,93.57,31.19,0.52,Weight Captured Separately,Freight Included in Commodity Cost,0.1
55017,163929,2047473.21,12.49,0.42,21675,20312.64,2532.72
55018,312,20779.2,66.6,0.55,See ASN-17430 (ID#:24384),See ASN-17430 (ID#:24384),25.7
55030,2000,100800.0,50.4,1.68,269,1315.14,217.32
55049,54383,184902.2,3.4,0.11,4668,20869.6,259.23
55050,2094,9067.02,4.33,0.14,Weight Captured Separately,Freight Included in Commodity Cost,19.55
55053,10,13.0,1.3,0.02,1,618.89,0.02
55064,170,5440.0,32.0,1.6,58,143.57,6.4
55072,3053,271717.0,89.0,0.89,1240,20705.23,336.11
55083,4,54.01,13.5,0.45,Weight Captured Separately,Freight Included in Commodity Cost,0.06
55085,7840,13720.0,1.75,0.01,2995,20193.21,19.24
55087,1620,51840.0,32.0,1.6,Weight Captured Separately,Invoiced Separately,61.02
55093,99,328.31,3.32,0.11,Weight Captured Separately,Freight Included in Commodity Cost,0.41
55138,450,14400.0,32.0,1.6,See ASN-31129 (ID#:40205),See ASN-31129 (ID#:40205),16.95
55159,1820,131040.0,72.0,0.72,See ASN-5853 (ID#:24427),See ASN-5853 (ID#:24427),256.84
55160,1600,41783.61,26.11,0.44,Weight Captured Separately,Freight Included in Commodity Cost,81.9
55180,100,3616.0,36.16,0.3,36,1084.27,7.8
55188,450,14400.0,32.0,1.6,148,1938.15,23.76
55206,4484,358720.0,80.0,0.8,2134,32272,502.93
55220,20,256.48,12.82,0.21,Weight Captured Separately,Freight Included in Commodity Cost,0.26
55225,31680,147945.6,4.67,0.16,2970,4263.08,318.97
55238,368,4784.0,13.0,0.22,See ASN-14517 (ID#:44737),See ASN-14517 (ID#:44737),6.71
55253,26400,77088.0,2.92,0.05,3113,5159.33,166.2
55297,100,1574.0,15.74,0.26,10,3896.68,3.39
55304,15284,145198.0,9.5,0.32,See ASN-33143 (ID#:42190),See ASN-33143 (ID#:42190),170.9
55322,31680,147945.6,4.67,0.16,2970,4263.07,318.97
55331,53916,251787.72,4.67,0.16,4561,6105.79,542.85
55376,18,3717.18,206.51,0.61,55,3785.84,8.01
55401,264,8136.48,30.82,0.1,257,2160.36,10.06
55453,369,11808.0,32.0,1.6,115,1729.95,12.14
55474,5320,268128.0,50.4,1.68,464,30,525.53
55504,27,864.0,32.0,1.6,10,490.23,1.21
55518,2870,229600.0,80.0,0.8,1368,24308.25,321.9
55520,175,4287.5,24.5,24.5,1,1437.62,6.01
55522,27910,59169.2,2.12,0.01,10346,3961.7,97.63
55568,8,157.41,19.68,0.66,Weight Captured Separately,Freight Included in Commodity Cost,0.16
55643,10000,64900.0,6.49,0.11,See ASN-29768 (ID#:13555),See ASN-29768 (ID#:13555),66.72
55679,2744,219520.0,80.0,0.8,1303,22158.58,307.77
55706,384,1121.28,2.92,0.05,20,950.05,1.57
55712,15552,147744.0,9.5,0.32,See ASN-33266 (ID#:44615),See ASN-33266 (ID#:44615),173.89
55715,645,51600.0,80.0,0.8,267,3453.53,63.83
55716,6,85.31,14.22,0.47,Weight Captured Separately,Freight Included in Commodity Cost,0.09
55730,40,2220.0,55.5,0.92,Weight Captured Separately,Freight Included in Commodity Cost,2.28
55737,28755,74763.0,2.6,0.04,3392,20294.85,161.19
55764,2000,64000.0,32.0,1.6,687,17918.72,137.98
55765,1,25.69,25.69,0.43,Weight Captured Separately,Freight Included in Commodity Cost,0.03
55783,9270,179189.1,19.33,0.32,1010,16847.52,351.21
55814,129,11481.0,89.0,0.89,60,1133.17,18.94
55862,2516,11573.6,4.6,0.08,118,1442.83,16.23
55890,1152,34884.66,30.28,0.5,Weight Captured Separately,Freight Included in Commodity Cost,43.15
55894,9070,163260.0,18.0,0.6,Weight Captured Separately,Invoiced Separately,167.83
55904,2352,188160.0,80.0,0.8,1016,19026.72,263.8
55914,3072,273408.0,89.0,0.89,1248,13383.47,338.21
55922,20,143.05,7.15,0.03,Weight Captured Separately,Freight Included in Commodity Cost,0.15
56005,3184,6336.16,1.99,0.03,250,2794.21,6.51
56016,45,360.0,8.0,0.08,See ASN-31321 (ID#:30363),See ASN-31321 (ID#:30363),0.42
56022,5,124.77,24.95,0.42,Weight Captured Separately,Freight Included in Commodity Cost,0.13
56029,4230,103635.0,24.5,24.5,2820,37130.88,106.54
56057,6388,568532.0,89.0,0.89,2590,Freight Included in Commodity Cost,669.16
56084,2929,234320.0,80.0,0.8,1214,18875.83,289.85
56106,2737,218960.0,80.0,0.8,1300,23269.06,306.98
56107,16185,105040.65,6.49,0.11,See ASN-28248 (ID#:48994),See ASN-28248 (ID#:48994),107.98
56118,4500,20364.96,4.53,0.08,Weight Captured Separately,Freight Included in Commodity Cost,39.92
56125,37732,420711.8,11.15,0.37,4962,63818.03,520.42
56165,2000,100000.0,50.0,0.28,518,1434.5,215.6
56167,100,3988.5,39.88,0.66,Weight Captured Separately,Freight Included in Commodity Cost,8.6
56194,25811,118472.49,4.59,0.15,2829,24936.5,121.79
56234,18000,576000.0,32.0,1.6,5876,40091.65,807.55
56301,440,550.0,1.25,0.04,See ASN-27933 (ID#:22761),See ASN-27933 (ID#:22761),0.57
56310,4,26.78,6.7,0.03,Weight Captured Separately,Freight Included in Commodity Cost,0.03
56320,26540,197192.2,7.43,0.12,1431,4885.21,425.15
56331,2160,54000.0,25.0,0.21,See ASN-15571 (ID#:21091),See ASN-15571 (ID#:21091),75.71
56332,1200,9096.0,7.58,0.25,96,1510.05,9.35
56335,800,16000.0,20.0,0.67,62,1045.5,16.45
56367,160,800.0,5.0,5.0,See ASN-27328 (ID#:27829),See ASN-27328 (ID#:27829),0.82
56395,11,240.14,21.83,0.73,Weight Captured Separately,Freight Included in Commodity Cost,0.25
56416,20617,70097.8,3.4,0.11,1770,7651.56,98.28
56464,8,122.18,15.27,0.51,Weight Captured Separately,Freight Included in Commodity Cost,0.13
56465,38,428.22,11.27,0.38,Weight Captured Separately,Freight Included in Commodity Cost,0.44
56468,5000,400000.0,80.0,0.8,2020,29918.58,494.8
56487,2814,225120.0,80.0,0.8,1363,22746.62,485.36
56495,5791,185312.0,32.0,1.6,1918,24147.39,305.76
56496,65,130.0,2.0,0.07,4,783.21,0.16
56505,129183,351377.76,2.72,0.05,Weight Captured Separately,Freight Included in Commodity Cost,579.77
56520,30,600.0,20.0,0.8,430,4500.71,0.99
56524,13300,425600.0,32.0,1.6,4472,23408.33,702.24
58808,435,974.4,2.24,0.07,25,1003.65,1.37
56550,645,24742.2,38.36,0.11,1210,7015.04,48.49
56637,2000,58000.0,29.0,1.45,576,7168.62,71.75
56668,8245,67609.0,8.2,0.14,759,7261.69,111.55
56679,2,46.9,23.45,0.08,Weight Captured Separately,Freight Included in Commodity Cost,0.06
56716,6816,68160.0,10.0,0.33,2541,5489.55,80.22
56734,23845,356005.85,14.93,0.25,2283,3649.67,587.41
56748,56,112.0,2.0,0.07,See ASN-18910 (ID#:50309),See ASN-18910 (ID#:50309),0.14
56772,41296,185419.04,4.49,0.15,See ASN-16123 (ID#:20371),See ASN-16123 (ID#:20371),259.96
56836,6000,12960.0,2.16,0.04,See ASN-32265 (ID#:56716),See ASN-32265 (ID#:56716),15.25
56837,2000,39000.0,19.5,0.65,280,3029.18,40.09
56844,2041,163280.0,80.0,0.8,989,16654.29,352.03
56861,250,6125.0,24.5,24.5,164,2204.84,7.58
56864,288,717.12,2.49,0.04,Weight Captured Separately,Freight Included in Commodity Cost,0.89
56870,3,53.24,17.75,0.3,Weight Captured Separately,Freight Included in Commodity Cost,0.05
56880,2744,244216.0,89.0,0.89,1235,25577.2,342.39
56898,116,10324.0,89.0,0.89,45,1961.65,17.03
56899,2330,0.0,0.0,0.0,965,16382.89,0.0
56902,4,60.99,15.25,0.51,Weight Captured Separately,Freight Included in Commodity Cost,0.06
56906,7035,105525.0,15.0,0.5,440,2242.71,130.53
56919,14,300.08,21.43,0.36,Weight Captured Separately,Freight Included in Commodity Cost,0.31
56927,2100,168000.0,80.0,0.8,1002,Freight Included in Commodity Cost,362.21
56932,30,3347.4,111.58,1.12,46,1003.18,4.14
56940,16716,76893.6,4.6,0.15,1874,7487.81,95.12
56950,33476,70969.12,2.12,0.01,Weight Captured Separately,Freight Included in Commodity Cost,153.01
56957,564,6457.8,11.45,0.19,See ASN-24394 (ID#:16053),See ASN-24394 (ID#:16053),7.99
64589,252,504.0,2.0,0.07,9,1026.15,0.62
56962,7400,236800.0,32.0,1.6,2471,33872.84,390.72
56996,2450,176400.0,72.0,0.72,1183,21170.3,380.32
57016,400,1800.0,4.5,0.04,See ASN-24432 (ID#:40680),See ASN-24432 (ID#:40680),2.23
57055,10798,961022.0,89.0,0.89,4388,66059.65,1188.78
57087,3115,62300.0,20.0,0.67,420,2335.73,64.04
57117,25000,210500.0,8.42,0.14,2303,3790,347.32
57173,3500,245000.0,70.0,0.7,794,12499.27,528.22
57218,15204,130906.44,8.61,0.14,See ASN-6266 (ID#:15368),See ASN-6266 (ID#:15368),256.58
57257,122743,303175.21,2.47,0.04,Weight Captured Separately,Freight Included in Commodity Cost,653.65
57266,15000,480000.0,32.0,1.6,4956,36219.03,672.96
57308,251,4996.06,19.9,0.66,Weight Captured Separately,Freight Included in Commodity Cost,6.18
57339,105813,454995.9,4.3,0.14,8351,7292.26,750.74
57344,45,1102.97,24.51,0.1,Weight Captured Separately,Freight Included in Commodity Cost,1.13
57346,20,2231.6,111.58,1.12,30,549.16,3.68
57377,24,329.7,13.74,0.23,Weight Captured Separately,Freight Included in Commodity Cost,0.34
57379,22008,189488.88,8.61,0.14,2148,12793.94,371.4
57392,40860,95612.4,2.34,0.04,12945,48653.36,134.05
57394,220,1430.0,6.5,6.5,Weight Captured Separately,Invoiced Separately,2.0
57447,4980,40338.0,8.1,0.13,695,1377.02,49.9
57449,4400,267608.0,60.82,0.51,1073,1475.94,275.1
57493,2000,19000.0,9.5,0.16,391,830.05,40.96
57513,500,16000.0,32.0,1.6,260,9597.9,34.5
57537,203,3395.39,16.73,0.56,Weight Captured Separately,Freight Included in Commodity Cost,4.2
57538,55000,131450.0,2.39,0.08,3099,7321.43,283.41
57540,75,825.0,11.0,0.37,See ASN-20218 (ID#:20450),See ASN-20218 (ID#:20450),1.02
57541,461,47723.35,103.52,0.38,238,2556.61,78.74
57582,6437,52139.7,8.1,0.13,See ASN-32776 (ID#:40935),See ASN-32776 (ID#:40935),61.37
57590,40000,184000.0,4.6,0.15,4620,18550.93,227.61
57596,97300,1371930.0,14.1,0.47,11433,12323.93,2263.68
57637,1700,40800.0,24.0,0.8,570,9054.08,87.96
57661,33,396.0,12.0,0.12,3,1209.56,0.65
57701,694,61766.0,89.0,0.89,285,4350.03,63.5
57727,8,560.0,70.0,0.7,3,584.1,1.1
57733,336,836.64,2.49,0.04,37,1845.9,1.03
57738,44407,495138.05,11.15,0.37,5016,43408.7,612.49
57747,2891,3613.75,1.25,0.04,156,1887.58,5.07
57754,45,3104.58,68.99,1.15,Weight Captured Separately,Freight Included in Commodity Cost,3.19
57779,60000,486000.0,8.1,0.13,See ASN-31820 (ID#:16098),See ASN-31820 (ID#:16098),499.61
57780,1676,90017.96,53.71,0.9,249,Freight Included in Commodity Cost,176.44
57812,1144,11440.0,10.0,0.33,See ASN-32270 (ID#:35968),See ASN-32270 (ID#:35968),13.46
57819,12700,44450.0,3.5,0.12,See ASN-26927 (ID#:26612),See ASN-26927 (ID#:26612),45.69
57826,8000,28000.0,3.5,0.12,See ASN-32262 (ID#:41943),See ASN-32262 (ID#:41943),32.96
57849,4950,118800.0,24.0,0.8,1650,11737.26,232.85
57852,88,6697.54,76.11,1.27,Weight Captured Separately,Freight Included in Commodity Cost,8.28
57862,46,1085.01,23.59,0.26,Weight Captured Separately,Freight Included in Commodity Cost,1.12
57866,1946,29190.0,15.0,0.5,122,1249.78,36.11
57876,8146,79058.92,9.71,0.16,Weight Captured Separately,Freight Included in Commodity Cost,154.96
57886,72,5479.8,76.11,1.27,Weight Captured Separately,Freight Included in Commodity Cost,6.78
57902,386,3667.0,9.5,0.16,78,570.75,7.19
57905,6,85.31,14.22,0.47,Weight Captured Separately,Freight Included in Commodity Cost,0.09
57909,3,46.79,15.6,0.52,Weight Captured Separately,Freight Included in Commodity Cost,0.05
57928,2100,151200.0,72.0,0.72,1016,16061.5,325.99
57959,7000,560000.0,80.0,0.8,2836,Freight Included in Commodity Cost,659.12
57977,675,4610.25,6.83,0.03,See ASN-18919 (ID#:14578),See ASN-18919 (ID#:14578),5.7
57997,610,48800.0,80.0,0.8,268,5187.9,60.37
58025,204,61512.12,301.53,5.03,Weight Captured Separately,Freight Included in Commodity Cost,132.62
58039,1123,4660.45,4.15,0.07,See ASN-14517 (ID#:44737),See ASN-14517 (ID#:44737),6.53
58064,1435,117957.0,82.2,0.68,355,5101.21,194.63
58111,10702,22688.24,2.12,0.01,3967,8169.7,48.92
58134,3050,271450.0,89.0,0.89,1238,22872.42,335.78
58173,47,568.37,12.09,0.4,Weight Captured Separately,Freight Included in Commodity Cost,0.58
58192,172428,494868.36,2.87,0.05,10859,17278.96,1066.94
58197,2949,262461.0,89.0,0.89,1192,19458.84,324.66
58202,21384,217047.6,10.15,0.34,2406,4872.65,223.12
58211,3500,245000.0,70.0,0.7,794,12619.38,528.22
58252,326,2608.0,8.0,0.08,See ASN-15985 (ID#:30320),See ASN-15985 (ID#:30320),3.66
58264,2520,20790.0,8.25,0.28,See ASN-4872 (ID#:13652),See ASN-4872 (ID#:13652),40.75
58277,1456,34944.0,24.0,0.8,486,5074.33,75.34
58305,383,12256.0,32.0,1.6,125,1908.34,15.16
58309,539,14876.4,27.6,0.92,58,871.28,15.29
58311,520,16026.4,30.82,0.1,242,5257.72,19.82
58372,7000,8750.0,1.25,0.04,482,5678.33,10.82
58393,100,2000.0,20.0,0.8,34,871.3,3.3
58398,8000,160000.0,20.0,0.8,2667,17773.94,264.0
58425,1,19.97,19.97,0.08,Weight Captured Separately,Freight Included in Commodity Cost,0.04
58426,4000,320000.0,80.0,0.8,1556,28703.53,376.64
58440,3,8.99,3.0,0.1,Weight Captured Separately,Freight Included in Commodity Cost,0.01
58450,6,394.51,65.75,1.1,Weight Captured Separately,Freight Included in Commodity Cost,0.41
58482,7,211.71,30.24,0.5,Weight Captured Separately,Freight Included in Commodity Cost,0.26
58484,37470,417790.5,11.15,0.37,4927,65875.32,516.81
58485,15,161.34,10.76,0.13,Weight Captured Separately,Freight Included in Commodity Cost,0.35
58491,580,19198.0,33.1,0.03,500,3958.28,22.6
58850,123,867.36,7.05,0.12,Weight Captured Separately,Freight Included in Commodity Cost,0.89
58494,1455,32737.5,22.5,0.75,See ASN-17750 (ID#:36539),See ASN-17750 (ID#:36539),40.5
58504,5,71.09,14.22,0.47,Weight Captured Separately,Freight Included in Commodity Cost,0.07
58508,16354,89947.0,5.5,0.18,See ASN-14319 (ID#:19512),See ASN-14319 (ID#:19512),148.41
58555,16645,39115.75,2.35,0.04,742,5440.01,64.54
58556,70942,321367.26,4.53,0.15,6090,11203.81,692.87
58642,58,1856.0,32.0,1.6,20,644.02,3.06
58652,33,3223.44,97.68,0.98,8,1011.6,5.32
58677,7,224.0,32.0,1.6,See ASN-26738 (ID#:15115),See ASN-26738 (ID#:15115),0.23
58713,4,110.05,27.51,0.23,Weight Captured Separately,Freight Included in Commodity Cost,0.11
58716,173,11521.8,66.6,0.55,35,251.52,16.15
58731,94,311.73,3.32,0.11,Weight Captured Separately,Freight Included in Commodity Cost,0.39
58744,17760,168720.0,9.5,0.32,Weight Captured Separately,Invoiced Separately,198.58
58754,395,35155.0,89.0,0.89,See ASN-16730 (ID#:27586),See ASN-16730 (ID#:27586),49.29
58761,190,4438.36,23.36,0.26,Weight Captured Separately,Freight Included in Commodity Cost,4.56
58774,13444,34954.4,2.6,0.04,See ASN-11024 (ID#:15149),See ASN-11024 (ID#:15149),57.67
58800,6,100.91,16.82,0.56,Weight Captured Separately,Freight Included in Commodity Cost,0.12
58801,3136,94080.0,30.0,0.5,492,5150.82,202.84
58806,1440,27430.13,19.05,0.64,Weight Captured Separately,Freight Included in Commodity Cost,53.76
58852,30,1237.01,41.23,0.69,Weight Captured Separately,Freight Included in Commodity Cost,2.67
58918,3000,19702.5,6.57,0.11,Weight Captured Separately,Freight Included in Commodity Cost,38.62
58947,42032,194187.84,4.62,0.15,4559,25272.8,199.63
58958,68,2095.76,30.82,0.1,116,1818.56,2.94
59017,34,765.0,22.5,0.75,13,766.62,1.26
59043,15,480.0,32.0,1.6,See ASN-28279 (ID#:13547),See ASN-28279 (ID#:13547),0.49
59046,45000,95400.0,2.12,0.01,16260,17060.14,205.68
59047,92500,971250.0,10.5,0.35,See ASN-27525 (ID#:38099),See ASN-27525 (ID#:38099),998.44
59074,73,1319.03,18.07,0.6,Weight Captured Separately,Freight Included in Commodity Cost,1.36
59080,39132,88047.0,2.25,0.04,3978,20519.07,90.51
59151,131138,323910.86,2.47,0.04,6360,12225.76,698.35
59153,3470,285234.0,82.2,0.68,862,5215.07,614.96
59157,2900,92800.0,32.0,1.6,266,8308.74,114.79
59189,7063,16244.9,2.3,0.04,412,1769.68,20.09
59244,400,500.0,1.25,0.04,See ASN-26454 (ID#:15994),See ASN-26454 (ID#:15994),0.51
59258,6523,580547.0,89.0,0.89,6523,Freight Included in Commodity Cost,683.3
59267,33405,228824.25,6.85,0.11,3751,10867.28,283.06
59314,6,66.1,11.02,0.37,Weight Captured Separately,Freight Included in Commodity Cost,0.07
59334,2098,15588.14,7.43,0.12,124,1697.89,33.61
59404,675,21600.0,32.0,1.6,202,2908.88,26.72
59429,8787,702960.0,80.0,0.8,3560,52462.81,722.64
59442,35820,256113.0,7.15,0.12,3114,18779.99,359.07
59448,10700,37985.0,3.55,0.12,See ASN-26923 (ID#:13027),See ASN-26923 (ID#:13027),39.05
59466,35,1874.71,53.56,0.89,Weight Captured Separately,Freight Included in Commodity Cost,1.93
59482,3000,24300.0,8.1,0.13,422,1332.29,28.6
59500,1,24.95,24.95,0.42,Weight Captured Separately,Freight Included in Commodity Cost,0.03
59502,39550,412506.5,10.43,0.35,4840,23796.98,485.52
59530,18,271.8,15.1,0.5,Weight Captured Separately,Freight Included in Commodity Cost,0.28
59566,9,21.81,2.42,0.08,Weight Captured Separately,Freight Included in Commodity Cost,0.02
59572,2600,52801.37,20.31,0.34,Weight Captured Separately,Freight Included in Commodity Cost,103.49
59624,5,84.1,16.82,0.56,Weight Captured Separately,Freight Included in Commodity Cost,0.1
59633,1250,160937.5,128.75,1.29,Weight Captured Separately,Freight Included in Commodity Cost,225.63
59673,1000,7000.0,7.0,0.08,See ASN-15795 (ID#:16725),See ASN-15795 (ID#:16725),9.81
59698,114,2179.73,19.12,0.64,Weight Captured Separately,Freight Included in Commodity Cost,2.24
59704,5590,11850.8,2.12,0.01,2068,3961.69,19.55
59715,60,1849.2,30.82,0.1,113,1421.86,2.29
59743,246,7872.0,32.0,1.6,86,3133.86,11.04
59750,90,5994.0,66.6,0.55,Weight Captured Separately,Freight Included in Commodity Cost,7.41
59776,2870,229600.0,80.0,0.8,1368,25037.09,378.84
59805,4084,29609.0,7.25,0.12,See ASN-11023 (ID#:37963),See ASN-11023 (ID#:37963),48.85
59847,6,132.02,22.0,0.37,Weight Captured Separately,Freight Included in Commodity Cost,0.14
59849,5060,404800.0,80.0,0.8,See ASN-15987 (ID#:42394),See ASN-15987 (ID#:42394),567.53
59867,3355,56900.8,16.96,0.09,1006,2530.73,111.53
59873,560,13025.6,23.26,0.78,67,4476.29,21.49
59894,4,63.78,15.94,0.05,Weight Captured Separately,Freight Included in Commodity Cost,0.07
59896,97380,641734.2,6.59,0.11,8722,32208.32,793.83
59917,3,53.13,17.71,0.07,Weight Captured Separately,Freight Included in Commodity Cost,0.05
59919,44,163.95,3.73,0.06,Weight Captured Separately,Freight Included in Commodity Cost,0.17
59928,14500,166605.0,11.49,0.38,1640,2503.07,206.09
59970,5409,206791.05,38.23,1.27,Weight Captured Separately,Freight Included in Commodity Cost,255.8
59973,170,11900.0,70.0,0.7,40,2883.51,25.66
59991,100000,735000.0,7.35,0.24,9390,45118.64,1030.47
59994,268,18310.96,68.32,1.14,Weight Captured Separately,Freight Included in Commodity Cost,18.82
60000,25572,281036.28,10.99,0.18,3572,10657.33,463.71
60004,189137,467168.39,2.47,0.04,9173,13677.67,1007.22
60005,33022,268468.86,8.13,0.14,4190,16066.92,332.1
60023,864,5356.8,6.2,0.1,46,304.63,7.51
60026,200,3058.27,15.29,0.25,Weight Captured Separately,Freight Included in Commodity Cost,6.59
60074,53571,176784.3,3.3,0.11,4974,11109.18,181.73
60084,85000,188700.0,2.22,0.04,11125,84791.1,193.98
60104,4640,249214.4,53.71,0.9,685,1807.36,488.46
60105,3,65.49,21.83,0.73,Weight Captured Separately,Freight Included in Commodity Cost,0.07
60109,3794,116931.08,30.82,0.1,3287,26515.21,120.21
60112,18216,40986.0,2.25,0.04,1863,6757.18,42.13
60160,90,925.2,10.28,0.17,17,693.54,1.81
60168,64771,506509.22,7.82,0.26,4398,5298.03,1092.03
60261,400,14400.0,36.0,0.3,Weight Captured Separately,Invoiced Separately,31.05
60273,2440,22692.0,9.3,0.1,163,1659.21,23.33
60286,400,1800.0,4.5,0.04,See ASN-23448 (ID#:58372),See ASN-23448 (ID#:58372),2.23
60299,6,13.03,2.17,0.07,Weight Captured Separately,Freight Included in Commodity Cost,0.01
60316,864,1684.8,1.95,0.01,Weight Captured Separately,Invoiced Separately,1.73
60321,47,1504.0,32.0,1.6,See ASN-31750 (ID#:19272),See ASN-31750 (ID#:19272),1.77
60357,210,1050.0,5.0,5.0,See ASN-22040 (ID#:45178),See ASN-22040 (ID#:45178),1.3
60359,428,11812.8,27.6,0.92,47,732.47,14.61
60375,387,1089.02,2.81,0.09,Weight Captured Separately,Freight Included in Commodity Cost,1.35
60391,25692,116384.76,4.53,0.15,Weight Captured Separately,Freight Included in Commodity Cost,250.93
60401,10000,200000.0,20.0,0.8,3349,22523.12,330.0
60439,770,20108.36,26.11,0.44,Weight Captured Separately,Freight Included in Commodity Cost,39.41
60450,1500,120000.0,80.0,0.8,1489,14532.09,258.72
60489,832,24128.0,29.0,1.45,238,1945.45,29.85
60502,79250,527012.5,6.65,0.22,7397,8809.08,869.57
60545,32112,334928.16,10.43,0.35,3989,19745.22,394.21
60547,24,768.0,32.0,1.6,8,315.44,1.08
60573,16,53.06,3.32,0.11,Weight Captured Separately,Freight Included in Commodity Cost,0.07
60626,5000,12500.0,2.5,0.04,See ASN-13475 (ID#:15772),See ASN-13475 (ID#:15772),20.62
60690,6100,7625.0,1.25,0.04,353,4236.81,7.84
60702,2400,74400.0,31.0,1.55,678,9253.44,87.57
60778,20000,223800.0,11.19,0.19,2039,9182.45,276.84
60779,84143,199418.91,2.37,0.04,See ASN-10127 (ID#:17949),See ASN-10127 (ID#:17949),429.95
60811,15,575.4,38.36,0.11,53,708.2,1.24
60812,192,3256.32,16.96,0.09,54,290,6.38
71893,21203,68697.72,3.24,0.11,2471,4532.44,70.62
60816,3,141.39,47.13,0.79,Weight Captured Separately,Freight Included in Commodity Cost,0.15
60818,2145,14693.25,6.85,0.11,309,2383.65,24.24
60840,237500,681625.0,2.87,0.05,15475,14682.98,1469.58
60841,784,10192.0,13.0,0.43,See ASN-14125 (ID#:22658),See ASN-14125 (ID#:22658),16.82
60866,18,495.23,27.51,0.23,Weight Captured Separately,Freight Included in Commodity Cost,0.51
60937,3182,254560.0,80.0,0.8,1290,14493.3,261.69
60964,40,625.57,15.64,0.07,Weight Captured Separately,Freight Included in Commodity Cost,1.35
60966,695,55600.0,80.0,0.8,332,8738.06,91.74
60978,76615,509489.75,6.65,0.22,Weight Captured Separately,Freight Included in Commodity Cost,840.66
60994,1,8.0,8.0,0.08,2,980.7,0.01
61009,11640,34920.0,3.0,0.01,4440,3283.59,75.29
61090,3240,117158.4,36.16,0.3,800,5322.35,252.59
61105,100,5400.0,54.0,0.9,Weight Captured Separately,Freight Included in Commodity Cost,6.36
61111,502,18072.0,36.0,0.3,119,923.18,18.58
61186,10,234.38,23.44,0.78,Weight Captured Separately,Freight Included in Commodity Cost,0.24
61190,10249,84041.8,8.2,0.14,5495,23372.43,138.67
61191,2460,17220.0,7.0,0.12,173,1312.75,24.14
61271,11036,14346.8,1.3,0.01,2385,10898.12,17.75
61274,3,54.1,18.03,0.3,Weight Captured Separately,Freight Included in Commodity Cost,0.06
61281,172800,1617408.0,9.36,0.31,See ASN-9370 (ID#:48500),See ASN-9370 (ID#:48500),3487.13
61282,38433,412770.42,10.74,0.36,4656,31521.65,424.33
61286,3076,273764.0,89.0,0.89,1249,21084.84,338.65
61306,3500,112000.0,32.0,1.6,1224,15670.6,184.8
61354,38,564.39,14.85,0.5,Weight Captured Separately,Freight Included in Commodity Cost,0.58
61364,42500,341700.0,8.04,0.13,3868,16210.31,479.06
61396,2828,260176.0,92.0,0.92,Weight Captured Separately,Invoiced Separately,429.29
61403,1206,28944.0,24.0,0.8,429,4540.55,62.4
61416,64738,506251.16,7.82,0.26,4457,3646.13,1091.48
61417,6,66.1,11.02,0.37,Weight Captured Separately,Freight Included in Commodity Cost,0.07
61418,625,4281.25,6.85,0.11,86,86,6.0
61436,61751,194515.65,3.15,0.1,Weight Captured Separately,Invoiced Separately,228.94
61473,13,293.03,22.54,0.38,Weight Captured Separately,Freight Included in Commodity Cost,0.3
61493,112,0.0,0.0,0.0,46,1428.23,0.0
61501,146670,975355.5,6.65,0.22,13690,15213.22,2102.87
61518,65,2080.0,32.0,1.6,See ASN-26738 (ID#:15115),See ASN-26738 (ID#:15115),2.14
61520,2468,7231.24,2.93,0.01,907,650.81,15.59
61521,1500,150000.0,100.0,1.0,714,11293.85,185.55
61546,22497,551176.5,24.5,24.5,13749,152368.7,772.75
61550,24024,155915.76,6.49,0.11,2082,16574.55,192.87
61563,56,17185.28,306.88,0.91,168,4092.21,37.05
61595,3800,77900.0,20.5,0.82,1267,12711.93,96.36
61612,1000,18000.0,18.0,0.6,132,1579.89,18.5
61614,58489,263785.39,4.51,0.15,4972,14439.19,435.25
61623,2293,2866.25,1.25,0.04,122,2461.63,3.55
61658,2,53.51,26.76,0.89,Weight Captured Separately,Freight Included in Commodity Cost,0.06
61659,52158,346850.7,6.65,0.22,4868,6121.41,572.3
61664,7982,710398.0,89.0,0.89,2278,31382.03,995.98
61675,2127,170160.0,80.0,0.8,881,14019.38,210.49
61676,65,2080.0,32.0,1.6,21,593.72,3.43
61694,6,42.91,7.15,0.03,Weight Captured Separately,Freight Included in Commodity Cost,0.04
61696,10935,28431.0,2.6,0.04,See ASN-7487 (ID#:48120),See ASN-7487 (ID#:48120),61.3
61697,7,126.22,18.03,0.3,Weight Captured Separately,Freight Included in Commodity Cost,0.13
61715,4192,35632.0,8.5,0.04,1514,6072.8,49.96
61720,350,28000.0,80.0,0.8,143,2508.46,28.78
64186,121307,266875.4,2.2,0.04,7912,62102.07,330.12
61737,11904,124992.0,10.5,0.35,See ASN-29376 (ID#:13766),See ASN-29376 (ID#:13766),128.49
61749,4131,320978.7,77.7,0.78,937,11566.55,692.03
61754,3200,256000.0,80.0,0.8,1526,27952.72,422.4
61779,229,1145.0,5.0,5.0,Weight Captured Separately,Freight Included in Commodity Cost,1.18
61783,65763,821379.87,12.49,0.42,8182,7814.59,1016.05
61811,228,7598.95,33.33,1.11,Weight Captured Separately,Freight Included in Commodity Cost,9.4
61852,305,30500.0,100.0,1.0,Weight Captured Separately,Invoiced Separately,35.9
61864,900,21600.0,24.0,0.8,300,3489.46,46.57
61871,41,3075.0,75.0,0.75,28,483.68,5.07
