id,manufacturing_site,first_line_designation
72892,"Aurobindo Unit III, India",True
72914,Hetero Unit III Hyderabad IN,True
72918,"Aurobindo Unit III, India",False
72922,"Alere Medical Co., Ltd.",True
72933,"Mylan,  H-12 & H-13, India",False
72948,Mylan (formerly Matrix) Nashik,False
72976,"Alere Medical Co., Ltd.",True
72981,"Emcure Plot No.P-2, I.T-B.T. Park, Phase II, MIDC, Hinjwadi, Pune, India",True
72988,"Trinity Biotech, Plc",False
73003,Hetero Unit III Hyderabad IN,True
73018,"Aurobindo Unit III, India",True
73056,Bio-Rad Laboratories,True
73059,"Aurobindo Unit III, India",False
73079,"Aurobindo Unit III, India",True
73087,Hetero Unit III Hyderabad IN,False
73089,Chembio Diagnostics Sys. Inc.,True
73095,"Aurobindo Unit III, India",False
73115,ABBVIE Ludwigshafen Germany,True
73122,"MSD, Haarlem, NL",False
73145,Mylan (formerly Matrix) Nashik,True
73152,"Aurobindo Unit III, India",False
73176,"Aurobindo Unit III, India",False
73177,Hetero Unit III Hyderabad IN,True
73211,ABBVIE Ludwigshafen Germany,True
73220,"Cipla, Goa, India",True
73239,"Aurobindo Unit III, India",False
73261,"Aurobindo Unit III, India",False
73275,ABBVIE (Abbott) Logis. UK,True
73287,"Janssen-Cilag, Latina, IT",False
73314,"Alere Medical Co., Ltd.",True
73326,"Cipla, Goa, India",True
73335,"Trinity Biotech, Plc",True
73348,ABBVIE (Abbott) Logis. UK,True
73360,"Aurobindo Unit III, India",False
73373,"Trinity Biotech, Plc",False
73379,"Aurobindo Unit III, India",False
73403,Mepro Pharm Wadhwan Unit II,False
73507,"Alere Medical Co., Ltd.",True
73567,"Trinity Biotech, Plc",True
73569,"Strides, Bangalore, India.",False
73585,"MSD, Haarlem, NL",False
73596,"Alere Medical Co., Ltd.",True
73607,ABBVIE (Abbott) France,True
73661,"Aurobindo Unit III, India",True
73665,"Aurobindo Unit III, India",True
73675,Hetero Unit III Hyderabad IN,False
73724,"Emcure Plot No.P-2, I.T-B.T. Park, Phase II, MIDC, Hinjwadi, Pune, India",True
73726,"Aurobindo Unit III, India",False
73727,"Emcure Plot No.P-2, I.T-B.T. Park, Phase II, MIDC, Hinjwadi, Pune, India",True
73748,"Aurobindo Unit III, India",True
73757,ABBVIE (Abbott) Logis. UK,True
73776,"Alere Medical Co., Ltd.",False
73782,"Hetero, Jadcherla, unit 5, IN",False
73804,Hetero Unit III Hyderabad IN,True
73806,"Aurobindo Unit III, India",False
73807,"Aurobindo Unit III, India",True
73818,Inverness Japan,True
73843,"Aurobindo Unit III, India",False
73861,"Aurobindo Unit III, India",False
73867,"Trinity Biotech, Plc",False
73906,Mylan (formerly Matrix) Nashik,True
73918,Inverness Japan,True
73961,ABBVIE Ludwigshafen Germany,True
73986,"Alere Medical Co., Ltd.",True
73996,Mylan (formerly Matrix) Nashik,True
74008,GSK Mississauga (Canada),True
74035,"Aurobindo Unit III, India",False
74135,"Cipla, Goa, India",True
74156,"Alere Medical Co., Ltd.",False
74178,Mylan (formerly Matrix) Nashik,True
74183,"Alere Medical Co., Ltd.",True
74213,"Cipla, Patalganga, India",False
74260,"MSD, Haarlem, NL",True
74268,Inverness Japan,True
74273,"Aurobindo Unit III, India",False
74288,Hetero Unit III Hyderabad IN,False
74320,Hetero Unit III Hyderabad IN,False
74329,Inverness Japan,True
74333,"Aurobindo Unit III, India",False
74337,"Aurobindo Unit III, India",False
74343,"Trinity Biotech, Plc",True
74357,"Alere Medical Co., Ltd.",True
74364,"Aurobindo Unit III, India",False
74385,"Trinity Biotech, Plc",False
74398,"Aurobindo Unit III, India",True
74417,Hetero Unit III Hyderabad IN,False
74419,"Alere Medical Co., Ltd.",True
74439,Inverness Japan,True
74465,"BMS Meymac, France",True
74479,"KHB Test Kit Facility, Shanghai China",True
74492,Mylan (formerly Matrix) Nashik,True
74499,"MSD Patheon, Canada",True
74502,"Alere Medical Co., Ltd.",True
74517,ABBVIE (Abbott) Logis. UK,True
74540,"Strides, Bangalore, India.",True
74569,"Aurobindo Unit III, India",False
74602,"Cipla, Goa, India",True
74609,"Alere Medical Co., Ltd.",True
74610,Hetero Unit III Hyderabad IN,True
74660,Hetero Unit III Hyderabad IN,True
74674,"Aspen-OSD, Port Elizabeth, SA",True
74683,Inverness Japan,True
74694,"Aurobindo Unit III, India",False
74697,Mylan (formerly Matrix) Nashik,True
74699,"Cipla, Goa, India",True
74722,"BMS Evansville, US",False
74729,Chembio Diagnostics Sys. Inc.,True
74732,"Alere Medical Co., Ltd.",True
74753,"BMS Evansville, US",True
74771,GSK Ware (UK),False
74780,Chembio Diagnostics Sys. Inc.,True
74786,"Alere Medical Co., Ltd.",True
74834,GSK Cape Town Factory (South Africa),False
74838,"Novartis Pharma AG, Switzerland",True
74858,Bristol-Myers Squibb Anagni IT,True
74906,ABBVIE Ludwigshafen Germany,True
74915,Mylan (formerly Matrix) Nashik,False
74930,Inverness Japan,True
74936,Mylan (formerly Matrix) Nashik,True
74941,"Aurobindo Unit III, India",False
74965,ABBVIE (Abbott) Logis. UK,True
74993,"Janssen-Cilag, Latina, IT",False
75043,"BMS Evansville, US",True
75089,"Janssen-Cilag, Latina, IT",False
75091,"Trinity Biotech, Plc",True
75102,"Cipla, Goa, India",True
75114,"Cipla, Goa, India",True
75122,bioLytical Laboratories,True
75136,"MSD, Haarlem, NL",True
75139,"Aurobindo Unit III, India",True
75153,Chembio Diagnostics Sys. Inc.,True
75177,ABBVIE (Abbott) Logis. UK,True
75181,"Trinity Biotech, Plc",False
75198,"Aurobindo Unit III, India",True
75202,"Trinity Biotech, Plc",False
75229,"Trinity Biotech, Plc",True
75309,"Aurobindo Unit III, India",False
75331,"Aurobindo Unit III, India",False
75336,"Aurobindo Unit III, India",False
75345,ABBVIE Ludwigshafen Germany,True
75352,Ranbaxy per Shasun Pharma Ltd,True
75373,"Trinity Biotech, Plc",False
75422,"Aurobindo Unit III, India",True
75491,"Aurobindo Unit III, India",False
75494,"Trinity Biotech, Plc",True
75502,"Aurobindo Unit III, India",True
75522,Hetero Unit III Hyderabad IN,True
75534,Mylan (formerly Matrix) Nashik,True
75554,Mylan (formerly Matrix) Nashik,False
75581,"Strides, Bangalore, India.",True
75595,"Standard Diagnostics, Korea",True
75623,"Trinity Biotech, Plc",True
75641,"Aurobindo Unit III, India",True
75671,"Aurobindo Unit III, India",True
75682,"Aspen-OSD, Port Elizabeth, SA",False
75703,"Trinity Biotech, Plc",True
75706,ABBVIE Ludwigshafen Germany,True
75717,Inverness Japan,True
75729,Inverness Japan,True
75733,"Cipla, Goa, India",True
75751,"Aurobindo Unit III, India",True
75799,"Aurobindo Unit III, India",True
75810,Mylan (formerly Matrix) Nashik,True
75848,"Aurobindo Unit III, India",False
75879,"Standard Diagnostics, Korea",True
75882,"Aurobindo Unit VII, IN",True
75912,ABBVIE (Abbott) St. P'burg USA,True
75913,"Aurobindo Unit III, India",False
75925,Hetero Unit III Hyderabad IN,True
75970,"Alere Medical Co., Ltd.",False
75980,Inverness Japan,True
76004,"Trinity Biotech, Plc",False
76063,Mylan (formerly Matrix) Nashik,True
76069,"Trinity Biotech, Plc",True
76071,Inverness Japan,True
76073,"Aurobindo Unit III, India",False
76087,"Aurobindo Unit III, India",True
76097,"Aurobindo Unit III, India",True
76112,Mylan (formerly Matrix) Nashik,True
76113,Hetero Unit III Hyderabad IN,True
76135,Hetero Unit III Hyderabad IN,False
76136,"Alere Medical Co., Ltd.",True
76142,ABBVIE (Abbott) Logis. UK,True
76144,"Alere Medical Co., Ltd.",False
76180,"Alere Medical Co., Ltd.",True
76189,"Aurobindo Unit III, India",True
76197,"Trinity Biotech, Plc",False
76217,"Alere Medical Co., Ltd.",True
76226,Hetero Unit III Hyderabad IN,False
76227,"Alere Medical Co., Ltd.",False
76263,ABBVIE Ludwigshafen Germany,False
76270,Inverness Japan,True
76298,"Alere Medical Co., Ltd.",True
76318,"Micro labs, Verna, Goa, India",True
76319,"Aurobindo Unit III, India",False
76321,Mylan (formerly Matrix) Nashik,False
76325,"BMS Meymac, France",False
76327,Hetero Unit III Hyderabad IN,False
76340,Bio-Rad Laboratories,True
76374,"KHB Test Kit Facility, Shanghai China",True
76409,"Aurobindo Unit III, India",False
76442,"Trinity Biotech, Plc",True
76459,"Aurobindo Unit III, India",True
76483,Inverness Japan,True
76496,"Aurobindo Unit III, India",False
76505,"Micro labs, Verna, Goa, India",True
76517,Mylan (formerly Matrix) Nashik,True
76541,"Trinity Biotech, Plc",True
76551,Boehringer Ingelheim Roxane US,False
76559,Mylan (formerly Matrix) Nashik,True
76578,"MSD, Haarlem, NL",False
76586,"Trinity Biotech, Plc",True
76603,Mylan (formerly Matrix) Nashik,False
76619,Inverness Japan,True
76638,ABBVIE Ludwigshafen Germany,False
76712,ABBVIE Ludwigshafen Germany,True
76766,"Alere Medical Co., Ltd.",True
76772,GSK Cape Town Factory (South Africa),False
76799,ABBVIE Ludwigshafen Germany,True
76809,"Alere Medical Co., Ltd.",True
76813,ABBVIE Ludwigshafen Germany,True
76827,"Trinity Biotech, Plc",True
76828,"Aurobindo Unit III, India",False
76833,"Alere Medical Co., Ltd.",True
76840,"Aurobindo Unit III, India",True
76855,GSK Mississauga (Canada),False
76881,"Aurobindo Unit III, India",True
76914,Chembio Diagnostics Sys. Inc.,True
76917,"Cipla, Goa, India",True
76938,"Aurobindo Unit III, India",True
77038,"Trinity Biotech, Plc",True
77044,"Aurobindo Unit III, India",False
77737,"Trinity Biotech, Plc",True
77068,"Aurobindo Unit III, India",False
77070,"MSD, Haarlem, NL",False
77082,"Alere Medical Co., Ltd.",True
77712,Inverness Japan,True
77090,"Alere Medical Co., Ltd.",False
77092,ABBVIE (Abbott) Logis. UK,False
77103,"Aurobindo Unit III, India",True
77113,Chembio Diagnostics Sys. Inc.,True
77136,ABBVIE (Abbott) Logis. UK,True
77138,"Aurobindo Unit III, India",False
77152,Mylan (formerly Matrix) Nashik,True
77181,"Aurobindo Unit III, India",True
77268,Chembio Diagnostics Sys. Inc.,True
77293,"Aurobindo Unit III, India",True
77296,"Aurobindo Unit III, India",True
77309,"Alere Medical Co., Ltd.",True
77310,"Strides, Bangalore, India.",True
77324,Hetero Unit III Hyderabad IN,True
77413,"Aurobindo Unit III, India",True
77420,Chembio Diagnostics Sys. Inc.,True
77735,Mylan (formerly Matrix) Nashik,True
77464,Hetero Unit III Hyderabad IN,False
77480,"Aurobindo Unit III, India",False
77494,Mylan (formerly Matrix) Nashik,True
77509,GSK Mississauga (Canada),True
77517,"Trinity Biotech, Plc",False
77519,"Aurobindo Unit III, India",False
77546,"Aurobindo Unit III, India",False
77547,"Alere Medical Co., Ltd.",False
77552,"Alere Medical Co., Ltd.",True
77565,Mylan (formerly Matrix) Nashik,True
77606,ABBVIE (Abbott) Logis. UK,True
77610,"Cipla, Goa, India",False
77651,"Cipla, Goa, India",True
77659,"Aurobindo Unit III, India",False
77671,"Aurobindo Unit III, India",True
77677,Mylan (formerly Matrix) Nashik,True
77750,ABBVIE (Abbott) Logis. UK,True
77751,"Aurobindo Unit III, India",True
77772,ABBVIE Ludwigshafen Germany,True
77780,"MSD, Haarlem, NL",True
77781,ABBVIE Ludwigshafen Germany,False
77782,"Orasure Technologies, Inc USA",True
77901,"Alere Medical Co., Ltd.",True
77910,"Cipla, Goa, India",False
77925,Hetero Unit III Hyderabad IN,False
77926,"Aurobindo Unit III, India",False
77936,"Aurobindo Unit III, India",False
77941,ABBVIE (Abbott) Logis. UK,True
77952,"KHB Test Kit Facility, Shanghai China",True
77964,Inverness Japan,True
78026,Hetero Unit III Hyderabad IN,True
78050,"BMS Meymac, France",True
78071,"Aurobindo Unit III, India",True
78087,"Pacific Biotech, Thailand",True
78090,"Aurobindo Unit III, India",True
78096,Human Diagnostic,True
78103,Mylan (formerly Matrix) Nashik,True
78116,"Strides, Bangalore, India.",True
78120,Hetero Unit III Hyderabad IN,True
78140,Mylan (formerly Matrix) Nashik,False
78150,"Orasure Technologies, Inc USA",True
78152,Mylan (formerly Matrix) Nashik,False
78184,Hetero Unit III Hyderabad IN,False
78198,ABBVIE Ludwigshafen Germany,True
78201,"Aurobindo Unit III, India",True
78220,Hetero Unit III Hyderabad IN,False
78244,"Aurobindo Unit III, India",False
78261,"Aurobindo Unit III, India",True
78290,"Alere Medical Co., Ltd.",True
78301,"Aurobindo Unit III, India",False
78303,"MSD, Haarlem, NL",True
78311,Hetero Unit III Hyderabad IN,True
78314,Inverness Japan,True
78329,Chembio Diagnostics Sys. Inc.,True
78340,ABBVIE Ludwigshafen Germany,True
78346,Mylan (formerly Matrix) Nashik,True
78361,"MSD, Haarlem, NL",True
78362,ABBVIE Ludwigshafen Germany,True
78368,ABBVIE (Abbott) Logis. UK,True
78387,"Janssen-Cilag, Latina, IT",True
78395,Chembio Diagnostics Sys. Inc.,True
78397,"Hetero, Jadcherla, unit 5, IN",True
78403,"MSD, Haarlem, NL",True
78407,Hetero Unit III Hyderabad IN,False
78419,ABBVIE (Abbott) Logis. UK,True
78427,ABBVIE Ludwigshafen Germany,True
78435,Inverness Japan,True
78479,ABBVIE Ludwigshafen Germany,True
78526,"Cipla, Goa, India",True
78532,"Standard Diagnostics, Korea",True
78550,"Aurobindo Unit III, India",False
78576,Inverness Japan,True
78589,"Hetero, Jadcherla, unit 5, IN",True
78603,Hetero Unit III Hyderabad IN,True
78671,"Aurobindo Unit III, India",True
78698,"Cipla, Goa, India",True
78709,"Aurobindo Unit III, India",False
78714,Hetero Unit III Hyderabad IN,False
78715,"Strides, Bangalore, India.",True
78727,Roche Basel,True
78729,Mylan (formerly Matrix) Nashik,False
78733,"Aurobindo Unit III, India",True
78767,"Alere Medical Co., Ltd.",True
78789,Mylan (formerly Matrix) Nashik,True
78805,Mylan (formerly Matrix) Nashik,True
78818,"Standard Diagnostics, Korea",True
78839,Mylan (formerly Matrix) Nashik,False
78846,"Trinity Biotech, Plc",True
78909,"Alere Medical Co., Ltd.",True
78946,"Aurobindo Unit VII, IN",True
78949,Inverness Japan,True
78985,Inverness Japan,True
79022,"Aurobindo Unit III, India",False
79064,"MSD, Haarlem, NL",False
79081,"Trinity Biotech, Plc",True
79109,"Alere Medical Co., Ltd.",True
79111,"Aurobindo Unit III, India",True
79128,"MSD, Haarlem, NL",False
79141,"Trinity Biotech, Plc",True
79173,Hetero Unit III Hyderabad IN,False
79193,ABBVIE Ludwigshafen Germany,True
79232,Mylan (formerly Matrix) Nashik,True
79236,Mylan (formerly Matrix) Nashik,True
79271,Hetero Unit III Hyderabad IN,False
79283,Hetero Unit III Hyderabad IN,False
79325,"Alere Medical Co., Ltd.",True
79352,"Aurobindo Unit III, India",False
79361,"Aurobindo Unit III, India",False
79375,"Aurobindo Unit III, India",False
79424,Chembio Diagnostics Sys. Inc.,True
79445,"Alere Medical Co., Ltd.",True
79471,ABBVIE Ludwigshafen Germany,False
79491,"MSD, Haarlem, NL",True
79500,"Trinity Biotech, Plc",False
79521,"Strides, Bangalore, India.",True
79597,"Alere Medical Co., Ltd.",True
79618,"Alere Medical Co., Ltd.",True
79646,Mylan (formerly Matrix) Nashik,True
79648,"Alere Medical Co., Ltd.",True
79679,"Micro labs, Verna, Goa, India",False
79701,"Aurobindo Unit III, India",True
79710,Roche Madrid,True
79747,"Cipla, Goa, India",True
79757,ABBVIE Ludwigshafen Germany,True
79778,"Trinity Biotech, Plc",False
79785,"Aurobindo Unit III, India",False
79791,"Aurobindo Unit III, India",False
79803,"Alere Medical Co., Ltd.",True
79810,"Trinity Biotech, Plc",False
79837,ABBVIE Ludwigshafen Germany,True
79841,"Cipla, Goa, India",False
79861,"Trinity Biotech, Plc",True
79871,"Trinity Biotech, Plc",True
79879,"Alere Medical Co., Ltd.",True
79885,Hetero Unit III Hyderabad IN,True
79890,Mylan (formerly Matrix) Nashik,False
79910,"Aurobindo Unit III, India",False
79955,"MSD, Haarlem, NL",False
80002,"MSD, Haarlem, NL",True
80005,Hetero Unit III Hyderabad IN,False
80019,ABBVIE (Abbott) France,True
80040,"Aurobindo Unit III, India",False
80070,Mylan (formerly Matrix) Nashik,True
80072,"Micro labs, Verna, Goa, India",True
80086,"Cipla, Goa, India",True
80090,"Alere Medical Co., Ltd.",True
80105,"Cipla, Goa, India",True
80112,"Alere Medical Co., Ltd.",True
80114,"Trinity Biotech, Plc",True
80138,"BMS Meymac, France",False
80141,"BMS Meymac, France",False
80167,"Trinity Biotech, Plc",True
80175,"Aurobindo Unit III, India",False
80216,"Aurobindo Unit III, India",False
80217,"Aurobindo Unit III, India",True
80250,Mylan (formerly Matrix) Nashik,True
80270,"Strides, Bangalore, India.",True
80275,"Aspen-OSD, Port Elizabeth, SA",False
80299,Inverness Japan,True
80329,"Micro Labs, Hosur, India",True
80343,"Alere Medical Co., Ltd.",False
80363,"Aurobindo Unit III, India",True
80394,"Trinity Biotech, Plc",True
80399,"Aurobindo Unit VII, IN",True
80423,"Aspen-OSD, Port Elizabeth, SA",True
80470,ABBVIE Ludwigshafen Germany,True
80473,ABBVIE (Abbott) Logis. UK,True
80526,"BMS Evansville, US",True
80528,"Aurobindo Unit III, India",True
80559,Mylan (formerly Matrix) Nashik,True
80616,ABBVIE Ludwigshafen Germany,True
80639,"Hetero, Jadcherla, unit 5, IN",True
80665,Mylan (formerly Matrix) Nashik,True
80668,ABBVIE Ludwigshafen Germany,True
80688,"Aurobindo Unit III, India",True
80699,"Alere Medical Co., Ltd.",True
80704,"Alere Medical Co., Ltd.",False
80710,INVERNESS ANY,False
80730,"Strides, Bangalore, India.",True
80767,"Cipla, Goa, India",True
80804,"Alere Medical Co., Ltd.",True
80819,"Emcure Plot No.P-2, I.T-B.T. Park, Phase II, MIDC, Hinjwadi, Pune, India",True
80842,"Aurobindo Unit III, India",False
80860,ABBVIE Ludwigshafen Germany,True
80864,"Alere Medical Co., Ltd.",True
80872,"Standard Diagnostics, Korea",True
80892,"Aurobindo Unit III, India",False
80918,"BMS Meymac, France",False
80924,"Cipla, Goa, India",False
80925,"Aurobindo Unit III, India",False
81011,"Aspen-OSD, Port Elizabeth, SA",False
81018,ABBVIE (Abbott) Logis. UK,True
81020,ABBVIE (Abbott) Logis. UK,True
81031,ABBVIE (Abbott) Logis. UK,True
81050,"Strides, Bangalore, India.",True
81061,Roche Basel,False
81077,Hetero Unit III Hyderabad IN,False
81083,ABBVIE Ludwigshafen Germany,False
81121,Mylan (formerly Matrix) Nashik,True
81132,ABBVIE (Abbott) Logis. UK,True
81197,"Orasure Technologies, Inc USA",True
81200,GSK Ware (UK),False
81252,MedMira Inc.,True
81253,"Aurobindo Unit III, India",False
81254,"Aurobindo Unit III, India",False
81293,"Standard Diagnostics, Korea",True
81352,ABBVIE (Abbott) Logis. UK,True
81358,ABBVIE (Abbott) Logis. UK,True
81361,ABBVIE (Abbott) Logis. UK,True
81380,"Aurobindo Unit III, India",True
81396,"Emcure Plot No.P-2, I.T-B.T. Park, Phase II, MIDC, Hinjwadi, Pune, India",False
81405,"Aurobindo Unit III, India",True
81421,"Cipla, Goa, India",True
81450,Hetero Unit III Hyderabad IN,False
81454,Bristol-Myers Squibb Anagni IT,False
81456,"KHB Test Kit Facility, Shanghai China",True
81477,"Aurobindo Unit III, India",True
81495,"KHB Test Kit Facility, Shanghai China",True
81496,"Cipla, Goa, India",True
81509,"Alere Medical Co., Ltd.",False
81521,"Cipla, Goa, India",True
81535,"KHB Test Kit Facility, Shanghai China",True
81540,"Standard Diagnostics, Korea",True
81579,"Alere Medical Co., Ltd.",True
81581,Bristol-Myers Squibb Anagni IT,False
81603,"Alere Medical Co., Ltd.",True
81627,Hetero Unit III Hyderabad IN,True
81639,"Aurobindo Unit III, India",False
81651,Chembio Diagnostics Sys. Inc.,True
81653,ABBVIE Ludwigshafen Germany,False
81698,"Aurobindo Unit III, India",True
81700,"Aurobindo Unit III, India",True
81726,Mylan (formerly Matrix) Nashik,True
81739,"Aurobindo Unit III, India",False
81747,Hetero Unit III Hyderabad IN,True
81753,ABBVIE (Abbott) Logis. UK,True
81757,"Trinity Biotech, Plc",True
81767,Hetero Unit III Hyderabad IN,True
81769,"Aurobindo Unit III, India",False
81808,"Micro labs, Verna, Goa, India",False
81823,Bio-Rad Laboratories,True
81854,"Strides, Bangalore, India.",True
81855,"Aurobindo Unit III, India",True
81888,"Alere Medical Co., Ltd.",True
81909,"Alere Medical Co., Ltd.",True
81920,"Aurobindo Unit III, India",True
81961,"Aurobindo Unit III, India",False
81968,"Trinity Biotech, Plc",True
81971,ABBVIE Ludwigshafen Germany,True
81988,"Aurobindo Unit III, India",True
81990,"Aurobindo Unit III, India",False
82004,"Trinity Biotech, Plc",True
82005,"Aurobindo Unit III, India",True
82025,"Aurobindo Unit III, India",False
82047,"Aurobindo Unit III, India",False
82052,"Aurobindo Unit III, India",True
82275,"Aurobindo Unit III, India",True
82058,ABBVIE (Abbott) France,True
82062,"Aurobindo Unit III, India",False
82069,"Aurobindo Unit III, India",False
82105,Hetero Unit III Hyderabad IN,True
82125,Hetero Unit III Hyderabad IN,False
82128,"Aurobindo Unit III, India",False
82137,"Aurobindo Unit III, India",True
82148,"Alere Medical Co., Ltd.",False
82159,"Cipla, Patalganga, India",True
82172,Hetero Unit III Hyderabad IN,False
82177,Hetero Unit III Hyderabad IN,False
82203,Bristol-Myers Squibb Anagni IT,True
82256,"Boehringer Ing., Koropi, GR",False
82271,"Aurobindo Unit III, India",True
82272,"Aurobindo Unit III, India",True
82273,Hetero Unit III Hyderabad IN,True
82274,"Cipla, Goa, India",True
82276,"Aurobindo Unit III, India",True
82277,"Strides, Bangalore, India.",True
82278,"Aurobindo Unit III, India",True
82279,"Aurobindo Unit III, India",True
82280,"Aurobindo Unit III, India",True
82281,"Aurobindo Unit III, India",True
82282,"Aurobindo Unit III, India",True
82283,Mylan (formerly Matrix) Nashik,True
82284,"Aurobindo Unit III, India",True
82285,Mylan (formerly Matrix) Nashik,True
82286,"Aurobindo Unit III, India",True
82289,"Aurobindo Unit III, India",True
82290,"Aurobindo Unit III, India",True
82291,"Aurobindo Unit III, India",True
82292,"Aurobindo Unit III, India",False
82293,"Cipla, Goa, India",True
82294,Hetero Unit III Hyderabad IN,True
82295,"Aurobindo Unit III, India",True
82296,"Aurobindo Unit III, India",True
82297,Mylan (formerly Matrix) Nashik,True
82298,"Aurobindo Unit III, India",True
82299,"Aurobindo Unit III, India",True
82300,"Aurobindo Unit III, India",True
82301,"Aurobindo Unit III, India",True
82302,Mylan (formerly Matrix) Nashik,True
82303,Mylan (formerly Matrix) Nashik,True
82304,"Aurobindo Unit III, India",True
82305,"Aurobindo Unit III, India",True
82306,Mylan (formerly Matrix) Nashik,True
82307,Mylan (formerly Matrix) Nashik,True
82308,"Aurobindo Unit III, India",True
82309,Hetero Unit III Hyderabad IN,True
82310,Mylan (formerly Matrix) Nashik,True
82311,Hetero Unit III Hyderabad IN,True
82312,"Cipla, Goa, India",True
82314,"Aurobindo Unit III, India",True
82315,Mylan (formerly Matrix) Nashik,True
82335,"Aurobindo Unit III, India",True
82316,"Aurobindo Unit III, India",True
82317,Mylan (formerly Matrix) Nashik,True
82318,Mylan (formerly Matrix) Nashik,True
82319,"Aurobindo Unit III, India",True
82320,"Cipla, Goa, India",True
82321,"Aurobindo Unit III, India",True
82322,"Aurobindo Unit III, India",True
82323,"Aurobindo Unit III, India",True
82324,"Aurobindo Unit III, India",True
82325,Hetero Unit III Hyderabad IN,True
82326,"Aurobindo Unit III, India",True
82327,"Aurobindo Unit III, India",False
82328,"Strides, Bangalore, India.",True
82329,"Aurobindo Unit III, India",True
82330,Mylan (formerly Matrix) Nashik,True
82331,"Aurobindo Unit III, India",False
82332,"Aurobindo Unit III, India",True
82333,"Aurobindo Unit III, India",True
82334,ABBVIE Ludwigshafen Germany,True
82336,"Aurobindo Unit III, India",True
82337,"Aurobindo Unit III, India",True
82338,Mylan (formerly Matrix) Nashik,True
82339,Mylan (formerly Matrix) Nashik,True
82341,"Aurobindo Unit III, India",True
82342,Mylan (formerly Matrix) Nashik,True
82343,Mylan (formerly Matrix) Nashik,True
82345,Mylan (formerly Matrix) Nashik,True
82346,"Aurobindo Unit III, India",True
82347,"Strides, Bangalore, India.",True
82349,"Aurobindo Unit III, India",True
82350,Mylan (formerly Matrix) Nashik,True
82351,Mylan (formerly Matrix) Nashik,True
82352,Mylan (formerly Matrix) Nashik,True
82353,Hetero Unit III Hyderabad IN,True
82354,"Aurobindo Unit III, India",True
82355,"Aurobindo Unit III, India",True
82356,"Aurobindo Unit III, India",True
82357,"Aurobindo Unit III, India",False
82358,"Aurobindo Unit III, India",True
82359,"Cipla, Goa, India",True
82360,Hetero Unit III Hyderabad IN,True
82361,"Aurobindo Unit III, India",True
82362,"Aurobindo Unit III, India",True
82363,"Aurobindo Unit III, India",True
82364,"Aurobindo Unit III, India",True
82365,"Aurobindo Unit III, India",True
82366,"Aurobindo Unit III, India",True
82367,Mylan (formerly Matrix) Nashik,True
82368,Mylan (formerly Matrix) Nashik,True
82369,Hetero Unit III Hyderabad IN,True
82370,"Aurobindo Unit III, India",True
82371,Mylan (formerly Matrix) Nashik,True
82372,"Aurobindo Unit III, India",True
82373,"Aurobindo Unit III, India",True
82374,"Aurobindo Unit III, India",True
82378,"Cipla, Goa, India",True
82379,"Aurobindo Unit III, India",True
82380,"Aurobindo Unit III, India",True
82381,Mylan (formerly Matrix) Nashik,True
82382,Mylan (formerly Matrix) Nashik,True
82383,"Aurobindo Unit III, India",True
82384,Mylan (formerly Matrix) Nashik,True
82385,"Aurobindo Unit III, India",True
82386,Mylan (formerly Matrix) Nashik,True
82387,"Aurobindo Unit III, India",True
82388,"Aurobindo Unit III, India",True
82389,"Cipla, Goa, India",True
82390,"Aurobindo Unit III, India",True
82391,Mylan (formerly Matrix) Nashik,True
82392,"Strides, Bangalore, India.",True
82393,"Aurobindo Unit III, India",True
82394,Mylan (formerly Matrix) Nashik,True
82395,Mylan (formerly Matrix) Nashik,True
82397,"Aurobindo Unit III, India",True
82398,Mylan (formerly Matrix) Nashik,True
82399,"Aurobindo Unit III, India",True
82401,"Aurobindo Unit III, India",True
82402,Hetero Unit III Hyderabad IN,True
82403,"Aurobindo Unit III, India",True
82404,Mylan (formerly Matrix) Nashik,True
82405,Mylan (formerly Matrix) Nashik,True
82406,"Aurobindo Unit III, India",False
82407,Mylan (formerly Matrix) Nashik,True
82408,"Aurobindo Unit III, India",False
82409,"Aurobindo Unit III, India",True
82410,Mylan (formerly Matrix) Nashik,True
82411,"Aurobindo Unit III, India",True
82412,Mylan (formerly Matrix) Nashik,True
82413,"Aurobindo Unit III, India",True
82414,Mylan (formerly Matrix) Nashik,True
82415,"Aurobindo Unit III, India",True
82416,"Aurobindo Unit III, India",True
82417,"Aurobindo Unit III, India",True
82418,"Aurobindo Unit III, India",True
82457,Hetero Unit III Hyderabad IN,True
82419,"Aurobindo Unit VII, IN",True
82420,"Aurobindo Unit III, India",True
82421,Mylan (formerly Matrix) Nashik,True
82422,"Aurobindo Unit III, India",True
82423,"Aurobindo Unit III, India",True
82424,"Aurobindo Unit III, India",True
82425,Hetero Unit III Hyderabad IN,True
82426,Mylan (formerly Matrix) Nashik,True
82427,"Aurobindo Unit III, India",True
82428,Mylan (formerly Matrix) Nashik,True
82429,"Aurobindo Unit III, India",True
82430,"Strides, Bangalore, India.",True
82431,"Aurobindo Unit VII, IN",True
82432,"Aurobindo Unit III, India",True
82433,"Strides, Bangalore, India.",True
82434,Mylan (formerly Matrix) Nashik,True
82435,Mylan (formerly Matrix) Nashik,True
82436,Mylan (formerly Matrix) Nashik,True
82496,Hetero Unit III Hyderabad IN,True
82437,"Aurobindo Unit III, India",False
82438,"Strides, Bangalore, India.",False
